order_id,order_date,supplier_id,material_id,material_category,plant,warehouse_id,ordered_qty,received_qty,unit_price_USD,total_cost_USD,lead_time_days,actual_delivery_days,on_time_delivery,quality_rating,stock_level_units,reorder_point,inventory_turnover,transport_mode,status
PO-0001351,2024-12-28,SUP-020,MAT-005,Spare Part,Plant-A,WH-03,3877,2253,78.79,50880.24,60,44,Yes,3.37,8655,692,9.47,Rail,Delivered
PO-0001352,2024-06-26,SUP-025,MAT-045,Packaging,Plant-C,WH-03,2000,943,20.74,138241.54,18,3,Yes,4.0,3158,846,11.63,Truck,In Transit
PO-0001353,2024-07-08,SUP-007,MAT-044,Raw Material,Plant-A,WH-03,1855,860,87.05,20388.37,75,62,Yes,4.36,2776,257,6.09,Truck,Delivered
PO-0001354,2024-06-13,SUP-031,MAT-013,Raw Material,Plant-C,WH-08,3252,873,4.91,29257.73,39,52,Yes,4.95,2536,533,9.22,Rail,Delivered
PO-0001355,2024-03-05,SUP-013,MAT-040,Spare Part,Plant-C,WH-06,2616,3424,32.72,173473.49,66,76,Yes,4.02,8497,996,8.03,Truck,Delivered
PO-0001356,2024-05-03,SUP-027,MAT-028,Component,Plant-C,WH-04,408,682,185.78,47327.15,42,85,Yes,3.57,6612,109,6.83,Rail,Delivered
PO-0001357,2024-09-03,SUP-010,MAT-013,Raw Material,Plant-C,WH-08,2723,1378,64.97,9005.42,44,47,No,3.61,2849,614,7.73,Rail,Delivered
PO-0001358,2024-09-15,SUP-006,MAT-046,Consumable,Plant-B,WH-03,4227,2435,9.15,218515.54,12,74,Yes,4.75,8369,947,7.07,Rail,Delivered
PO-0001359,2024-04-06,SUP-003,MAT-048,Raw Material,Plant-C,WH-06,1531,2764,9.65,249921.37,14,49,Yes,3.46,7055,754,3.75,Truck,Delivered
PO-0001360,2024-12-21,SUP-033,MAT-058,Spare Part,Plant-C,WH-05,1484,2955,78.29,57976.68,69,48,No,4.04,5793,101,9.43,Truck,Delivered
PO-0001361,2024-11-12,SUP-009,MAT-021,Component,Plant-A,WH-04,1928,1160,41.79,118020.64,5,56,Yes,3.82,4440,526,6.28,Rail,Partial
PO-0001362,2024-01-15,SUP-019,MAT-007,Spare Part,Plant-C,WH-06,211,4892,129.12,154081.4,80,90,Yes,3.38,8629,205,9.64,Rail,In Transit
PO-0001363,2024-05-09,SUP-028,MAT-054,Consumable,Plant-A,WH-04,2235,1148,172.53,284510.62,76,32,No,3.37,7937,564,10.73,Truck,Delivered
PO-0001364,2024-11-09,SUP-031,MAT-051,Raw Material,Plant-A,WH-06,2739,259,66.71,191437.14,87,99,Yes,4.36,9600,746,8.06,Truck,Delivered
PO-0001365,2024-09-10,SUP-023,MAT-029,Component,Plant-C,WH-01,2891,513,19.83,66361.8,57,27,Yes,3.07,6329,869,8.54,Rail,Delivered
PO-0001366,2024-06-25,SUP-023,MAT-047,Consumable,Plant-A,WH-06,2089,3925,182.38,255685.58,45,97,Yes,3.88,71,132,6.19,Rail,Pending
PO-0001367,2024-09-02,SUP-036,MAT-054,Raw Material,Plant-C,WH-08,3810,1564,6.55,846.01,51,43,Yes,3.01,452,853,8.89,Truck,Cancelled
PO-0001368,2024-12-25,SUP-008,MAT-006,Packaging,Plant-A,WH-07,2531,1743,24.72,28079.95,81,21,Yes,3.77,7725,912,5.34,Rail,Partial
PO-0001369,2024-05-29,SUP-021,MAT-049,Packaging,Plant-C,WH-04,4107,4786,5.18,30806.37,26,78,Yes,4.52,948,251,7.4,Air,Delivered
PO-0001370,2024-06-09,SUP-006,MAT-004,Component,Plant-A,WH-07,138,414,9.43,42510.18,53,3,Yes,3.1,6166,988,10.14,Truck,Pending
PO-0001371,2024-07-11,SUP-036,MAT-012,Packaging,Plant-B,WH-08,4747,1624,46.29,101455.94,27,15,Yes,4.42,1269,185,7.99,Truck,Delivered
PO-0001372,2024-10-05,SUP-013,MAT-028,Raw Material,Plant-A,WH-05,540,1386,12.37,9736.38,50,13,Yes,4.25,3044,221,7.06,Truck,Pending
PO-0001373,2024-05-24,SUP-024,MAT-052,Raw Material,Plant-C,WH-08,2150,3202,71.67,38802.78,27,94,Yes,3.32,9032,774,8.99,Truck,Delivered
PO-0001374,2024-05-25,SUP-022,MAT-033,Component,Plant-C,WH-09,4660,2736,60.3,19040.33,7,15,Yes,4.53,8424,556,8.67,Truck,Delivered
PO-0001375,2024-03-10,SUP-014,MAT-054,Consumable,Plant-C,WH-02,1698,3369,66.28,112108.73,1,3,Yes,4.88,9241,267,6.73,Truck,Delivered
PO-0001376,2024-07-14,SUP-037,MAT-010,Component,Plant-B,WH-03,2305,1206,169.04,7911.45,20,84,Yes,4.74,3113,244,6.1,Truck,Delivered
PO-0001377,2024-04-28,SUP-025,MAT-002,Component,Plant-C,WH-08,2175,1136,13.44,86218.16,71,35,Yes,4.81,7471,264,8.84,Air,Delivered
PO-0001378,2024-04-10,SUP-012,MAT-051,Consumable,Plant-B,WH-06,4799,912,20.4,84026.33,32,18,Yes,3.67,5145,605,7.0,Air,Delivered
PO-0001379,2024-04-17,SUP-002,MAT-031,Spare Part,Plant-C,WH-01,836,3335,44.4,42932.44,72,66,Yes,3.9,4027,617,9.96,Rail,Delivered
PO-0001380,2024-05-05,SUP-019,MAT-023,Spare Part,Plant-B,WH-02,3601,4656,72.33,77341.77,23,20,Yes,3.75,2110,435,7.8,Air,Delivered
PO-0001381,2024-11-20,SUP-033,MAT-039,Component,Plant-A,WH-07,2428,3177,73.32,147371.69,19,34,Yes,4.33,1224,664,9.18,Truck,Pending
PO-0001382,2024-10-12,SUP-019,MAT-002,Packaging,Plant-B,WH-07,2550,1787,76.77,71052.17,83,76,Yes,4.19,7212,132,7.07,Truck,Delivered
PO-0001383,2024-10-05,SUP-028,MAT-017,Raw Material,Plant-B,WH-07,2509,314,70.52,119362.22,50,54,Yes,4.59,703,722,4.32,Ship,Delivered
PO-0001384,2024-06-06,SUP-003,MAT-043,Packaging,Plant-C,WH-09,1096,1802,8.24,6068.45,79,22,Yes,4.11,4436,708,7.8,Truck,Delivered
PO-0001385,2024-07-31,SUP-038,MAT-042,Component,Plant-C,WH-10,1856,231,13.15,459157.84,62,22,Yes,4.75,3145,816,7.31,Rail,Delivered
PO-0001386,2024-06-24,SUP-013,MAT-023,Component,Plant-B,WH-08,3888,783,52.78,114838.2,69,89,Yes,3.92,3868,960,10.6,Truck,Delivered
PO-0001387,2024-02-03,SUP-002,MAT-044,Packaging,Plant-A,WH-02,3026,1563,48.21,391698.22,17,16,Yes,4.8,4245,698,9.95,Ship,Delivered
PO-0001388,2024-10-19,SUP-032,MAT-054,Packaging,Plant-B,WH-03,1127,3312,13.07,5350.9,64,69,Yes,3.68,6353,880,7.39,Truck,In Transit
PO-0001389,2024-01-22,SUP-028,MAT-050,Packaging,Plant-B,WH-09,373,3856,1.0,95034.71,23,68,Yes,3.06,7138,795,6.4,Ship,Delivered
PO-0001390,2024-04-16,SUP-023,MAT-059,Raw Material,Plant-B,WH-03,1141,3661,144.58,17920.54,78,82,Yes,4.71,9503,890,6.03,Rail,Delivered
PO-0001391,2024-05-28,SUP-037,MAT-028,Spare Part,Plant-A,WH-04,3828,4803,51.97,494.0,88,63,No,3.27,6076,335,9.03,Air,Partial
PO-0001392,2024-10-14,SUP-036,MAT-018,Component,Plant-A,WH-06,319,690,23.98,102573.78,17,67,Yes,3.05,9651,481,8.91,Truck,In Transit
PO-0001393,2024-04-12,SUP-026,MAT-047,Packaging,Plant-C,WH-06,4864,2218,4.63,215414.23,66,91,No,3.01,8148,674,11.75,Truck,Delivered
PO-0001394,2024-01-28,SUP-005,MAT-044,Spare Part,Plant-A,WH-04,1664,2947,1.76,328466.0,27,63,Yes,3.22,3429,958,7.81,Truck,In Transit
PO-0001395,2024-10-13,SUP-019,MAT-011,Raw Material,Plant-A,WH-02,4647,3268,34.77,32780.4,58,20,Yes,4.93,5292,888,7.38,Air,Partial
PO-0001396,2024-03-11,SUP-011,MAT-032,Component,Plant-C,WH-02,2345,1538,28.24,42715.39,17,50,No,4.63,5953,201,8.82,Ship,Delivered
PO-0001397,2024-05-30,SUP-033,MAT-034,Consumable,Plant-A,WH-02,2756,258,96.46,43836.33,62,91,Yes,4.34,6124,489,10.6,Truck,Delivered
PO-0001398,2024-02-15,SUP-033,MAT-051,Spare Part,Plant-C,WH-10,2965,2389,33.82,151556.13,45,38,Yes,3.12,4746,560,9.43,Truck,Delivered
PO-0001399,2024-04-16,SUP-008,MAT-055,Raw Material,Plant-C,WH-07,944,3396,80.99,22380.02,36,32,Yes,3.85,4583,135,9.51,Ship,Cancelled
PO-0001400,2024-01-22,SUP-027,MAT-036,Spare Part,Plant-A,WH-05,1409,2270,5.94,94050.88,89,47,Yes,4.76,6853,514,8.07,Truck,Delivered
PO-0001401,2024-03-01,SUP-030,MAT-060,Raw Material,Plant-A,WH-10,3319,620,88.28,312388.54,11,92,Yes,4.44,2946,802,6.56,Ship,Cancelled
PO-0001402,2024-08-04,SUP-011,MAT-016,Raw Material,Plant-B,WH-09,126,223,30.18,71166.3,42,42,Yes,3.94,6377,790,8.9,Truck,Delivered
PO-0001403,2024-01-26,SUP-028,MAT-019,Raw Material,Plant-A,WH-09,711,3767,111.92,95344.78,49,87,Yes,4.43,2328,528,8.74,Truck,Delivered
PO-0001404,2024-07-26,SUP-009,MAT-026,Packaging,Plant-C,WH-09,4460,98,43.78,12625.66,83,14,Yes,3.14,8816,406,7.47,Truck,Delivered
PO-0001405,2024-12-04,SUP-040,MAT-049,Spare Part,Plant-B,WH-04,2919,2484,108.15,139585.92,43,33,Yes,3.21,9148,756,7.96,Truck,Delivered
PO-0001406,2024-05-10,SUP-019,MAT-031,Packaging,Plant-C,WH-09,2318,771,8.77,118635.57,10,47,Yes,3.25,9422,606,7.9,Rail,Delivered
PO-0001407,2024-12-04,SUP-015,MAT-029,Consumable,Plant-C,WH-08,88,4904,39.95,232026.35,66,81,Yes,4.65,5570,814,10.09,Truck,In Transit
PO-0001408,2024-05-14,SUP-029,MAT-050,Spare Part,Plant-C,WH-02,4510,3934,38.71,228811.01,38,17,Yes,3.73,402,602,4.69,Truck,Delivered
PO-0001409,2024-10-24,SUP-040,MAT-017,Component,Plant-B,WH-07,2951,2928,45.21,16239.85,79,80,No,4.82,825,853,6.97,Truck,Delivered
PO-0001410,2024-01-22,SUP-036,MAT-049,Spare Part,Plant-A,WH-04,3464,2247,15.97,72696.12,47,95,Yes,4.96,3478,600,6.63,Truck,In Transit
PO-0001411,2024-04-13,SUP-003,MAT-050,Spare Part,Plant-B,WH-06,3146,4741,90.16,105000.33,69,63,No,4.03,7720,997,9.13,Truck,Pending
PO-0001412,2024-07-06,SUP-020,MAT-032,Spare Part,Plant-B,WH-10,3064,3308,30.52,63295.79,74,59,Yes,4.66,4614,473,6.65,Truck,Delivered
PO-0001413,2024-11-23,SUP-027,MAT-013,Packaging,Plant-B,WH-09,4011,2500,38.97,1633.28,18,93,Yes,3.37,1120,738,4.99,Truck,Pending
PO-0001414,2024-10-16,SUP-008,MAT-021,Component,Plant-C,WH-02,3004,1411,4.35,377191.71,47,42,No,4.21,9829,327,7.01,Truck,In Transit
PO-0001415,2024-05-04,SUP-016,MAT-040,Packaging,Plant-B,WH-07,2373,1884,9.28,30264.8,11,89,Yes,3.02,7820,603,8.77,Rail,Delivered
PO-0001416,2024-05-28,SUP-029,MAT-035,Spare Part,Plant-B,WH-10,293,1310,49.77,12851.28,26,16,Yes,3.05,4310,412,8.53,Ship,Pending
PO-0001417,2024-03-01,SUP-028,MAT-034,Packaging,Plant-A,WH-09,522,4810,17.84,622608.68,38,71,Yes,3.96,4975,511,10.64,Ship,Delivered
PO-0001418,2024-09-05,SUP-031,MAT-055,Raw Material,Plant-B,WH-06,4024,760,4.84,59289.56,83,7,Yes,3.36,3446,398,8.54,Truck,Delivered
PO-0001419,2024-12-15,SUP-021,MAT-019,Consumable,Plant-B,WH-06,264,961,59.98,13523.44,1,42,Yes,4.54,7732,137,10.12,Rail,Delivered
PO-0001420,2024-09-04,SUP-025,MAT-002,Packaging,Plant-C,WH-08,3075,804,16.12,116362.49,68,63,No,4.27,2792,768,8.2,Rail,Partial
PO-0001421,2024-11-16,SUP-002,MAT-034,Consumable,Plant-B,WH-02,4456,1919,54.52,642239.12,30,92,Yes,3.03,1715,215,10.93,Truck,Delivered
PO-0001422,2024-04-09,SUP-014,MAT-034,Packaging,Plant-C,WH-09,4344,2963,14.72,27990.12,79,57,Yes,3.12,9198,467,6.78,Truck,Delivered
PO-0001423,2024-04-14,SUP-019,MAT-058,Packaging,Plant-C,WH-04,4602,5026,46.04,23567.81,65,11,Yes,3.0,6505,274,9.14,Rail,Delivered
PO-0001424,2024-05-25,SUP-011,MAT-056,Consumable,Plant-A,WH-07,2107,3109,3.5,17464.76,38,15,Yes,4.43,687,655,10.4,Truck,Delivered
PO-0001425,2024-12-17,SUP-012,MAT-031,Spare Part,Plant-B,WH-09,2514,390,12.85,691986.65,17,6,Yes,3.46,1427,742,7.53,Truck,Pending
PO-0001426,2024-11-29,SUP-021,MAT-032,Spare Part,Plant-C,WH-01,4143,2539,8.02,6517.64,12,88,Yes,4.99,4806,631,7.65,Air,Partial
PO-0001427,2024-04-29,SUP-020,MAT-058,Component,Plant-C,WH-03,3788,2781,7.35,77575.46,12,61,No,4.59,5334,851,9.27,Truck,Cancelled
PO-0001428,2024-12-28,SUP-019,MAT-054,Spare Part,Plant-A,WH-03,2926,4464,16.25,150046.21,24,38,Yes,4.5,6781,769,7.15,Truck,Delivered
PO-0001429,2024-11-18,SUP-033,MAT-008,Packaging,Plant-C,WH-08,1938,300,82.63,245094.3,44,8,Yes,4.09,5390,408,9.25,Air,Pending
PO-0001430,2024-01-22,SUP-034,MAT-058,Raw Material,Plant-A,WH-01,1011,3425,1.0,59742.46,3,47,Yes,4.67,3817,609,8.08,Rail,In Transit
PO-0001431,2024-12-26,SUP-019,MAT-004,Spare Part,Plant-B,WH-10,528,4642,2.25,71071.93,17,34,Yes,4.05,8319,370,11.04,Truck,In Transit
PO-0001432,2024-08-20,SUP-001,MAT-032,Spare Part,Plant-C,WH-05,2732,412,3.39,4989.0,6,1,Yes,3.33,9752,644,9.39,Ship,Pending
PO-0001433,2024-02-26,SUP-018,MAT-057,Spare Part,Plant-C,WH-05,251,2638,29.45,407261.66,11,94,No,3.89,5384,948,8.97,Ship,Pending
PO-0001434,2024-10-07,SUP-020,MAT-004,Component,Plant-C,WH-08,4989,393,4.67,37844.63,67,10,Yes,4.92,6923,334,7.17,Truck,Cancelled
PO-0001435,2024-03-18,SUP-009,MAT-054,Spare Part,Plant-C,WH-07,1475,2061,57.96,119145.87,80,30,No,3.82,5906,638,5.63,Ship,Delivered
PO-0001436,2024-02-21,SUP-012,MAT-046,Raw Material,Plant-C,WH-06,1336,2570,82.35,47449.46,80,44,Yes,4.7,6955,346,4.6,Truck,Delivered
PO-0001437,2024-11-16,SUP-001,MAT-058,Spare Part,Plant-A,WH-06,46,364,5.22,5303.28,78,62,Yes,3.45,4745,491,7.56,Truck,Delivered
PO-0001438,2024-09-29,SUP-026,MAT-051,Component,Plant-C,WH-05,4068,4602,31.45,66460.33,23,62,Yes,3.52,5723,608,7.44,Truck,Delivered
PO-0001439,2024-03-22,SUP-034,MAT-038,Packaging,Plant-C,WH-06,1258,4506,5.65,199683.41,3,38,Yes,4.86,8458,387,6.0,Truck,Delivered
PO-0001440,2024-02-17,SUP-011,MAT-054,Spare Part,Plant-A,WH-10,968,782,49.57,69257.56,65,87,Yes,3.87,6153,160,4.38,Truck,Delivered
PO-0001441,2024-07-15,SUP-007,MAT-056,Spare Part,Plant-B,WH-06,4184,825,141.84,457.0,18,94,Yes,4.25,3585,608,6.17,Truck,Delivered
PO-0001442,2024-12-09,SUP-004,MAT-042,Component,Plant-C,WH-04,900,3737,66.28,983.0,73,19,Yes,3.74,8819,861,5.62,Rail,Partial
PO-0001443,2024-01-09,SUP-034,MAT-006,Raw Material,Plant-C,WH-05,2829,3354,13.9,367.0,55,15,Yes,4.01,1797,633,6.38,Air,In Transit
PO-0001444,2024-08-10,SUP-007,MAT-053,Spare Part,Plant-B,WH-09,4041,3865,251.46,47244.84,3,44,Yes,3.52,1358,263,7.63,Air,In Transit
PO-0001445,2024-12-06,SUP-038,MAT-008,Spare Part,Plant-B,WH-07,3141,4961,24.29,27060.87,73,71,Yes,4.66,3190,653,7.05,Truck,Delivered
PO-0001446,2024-04-06,SUP-019,MAT-029,Packaging,Plant-B,WH-10,1359,3656,56.87,254207.22,23,36,No,4.65,5890,206,6.64,Truck,In Transit
PO-0001447,2024-10-18,SUP-025,MAT-004,Raw Material,Plant-B,WH-02,1861,1853,19.61,54505.41,69,33,Yes,3.36,2626,582,10.13,Truck,Delivered
PO-0001448,2024-03-25,SUP-032,MAT-045,Packaging,Plant-A,WH-03,3065,3999,9.79,7892.48,8,3,Yes,3.59,1975,814,8.23,Truck,Delivered
PO-0001449,2024-04-22,SUP-035,MAT-019,Spare Part,Plant-B,WH-01,3083,3931,31.6,19849.39,76,50,Yes,4.74,1681,564,4.04,Rail,Delivered
PO-0001450,2024-02-04,SUP-010,MAT-041,Raw Material,Plant-A,WH-04,1936,527,26.28,10986.31,11,43,Yes,4.52,3030,376,7.48,Truck,In Transit
PO-0001451,2024-09-27,SUP-038,MAT-019,Raw Material,Plant-C,WH-09,288,1286,28.98,58493.04,60,25,No,3.33,5788,850,5.18,Truck,Delivered
PO-0001452,2024-07-11,SUP-003,MAT-019,Raw Material,Plant-B,WH-03,1661,2716,42.65,89842.07,17,71,No,3.67,9162,368,10.29,Ship,Delivered
PO-0001453,2024-08-24,SUP-012,MAT-007,Raw Material,Plant-C,WH-09,1316,1725,44.86,468631.61,25,81,Yes,3.49,7299,675,5.98,Air,Delivered
PO-0001454,2024-11-21,SUP-029,MAT-055,Raw Material,Plant-C,WH-10,2941,3096,50.48,4786.0,13,93,Yes,3.34,6502,827,7.59,Ship,Partial
PO-0001455,2024-12-06,SUP-018,MAT-040,Raw Material,Plant-A,WH-06,3428,1188,33.44,47074.67,86,68,Yes,4.31,7490,264,5.27,Truck,Cancelled
PO-0001456,2024-09-23,SUP-011,MAT-020,Component,Plant-A,WH-08,1538,3247,9.7,40116.75,82,55,Yes,3.97,8369,117,9.71,Truck,Delivered
PO-0001457,2024-02-28,SUP-021,MAT-059,Raw Material,Plant-A,WH-02,4000,3972,10.92,123091.12,28,47,Yes,3.72,5736,269,8.24,Air,Cancelled
PO-0001458,2024-12-11,SUP-037,MAT-059,Packaging,Plant-A,WH-10,3354,948,11.27,145939.75,59,15,Yes,4.61,2977,233,6.87,Rail,Delivered
PO-0001459,2024-02-13,SUP-027,MAT-060,Raw Material,Plant-B,WH-08,755,104,2.34,345872.96,2,44,Yes,4.74,2684,952,9.12,Ship,In Transit
PO-0001460,2024-12-04,SUP-039,MAT-053,Packaging,Plant-C,WH-04,4914,3824,3.36,4658.6,47,51,Yes,3.01,4502,156,7.91,Truck,Pending
PO-0001461,2024-01-14,SUP-024,MAT-017,Component,Plant-A,WH-05,382,158,61.55,38415.17,88,59,Yes,4.57,967,117,8.06,Truck,Pending
PO-0001462,2024-10-05,SUP-030,MAT-028,Component,Plant-C,WH-03,244,1500,2.53,56568.3,63,32,Yes,4.77,2890,343,8.67,Ship,Delivered
PO-0001463,2024-02-01,SUP-016,MAT-044,Consumable,Plant-A,WH-04,2668,80,28.42,13349.55,17,33,Yes,3.37,5297,916,6.43,Truck,Delivered
PO-0001464,2024-03-19,SUP-032,MAT-005,Consumable,Plant-C,WH-02,111,4979,19.94,12680.05,75,76,Yes,4.12,231,949,7.51,Air,In Transit
PO-0001465,2024-04-30,SUP-021,MAT-058,Component,Plant-A,WH-01,4286,1190,4.86,8236.02,5,83,No,4.98,9863,250,6.74,Rail,In Transit
PO-0001466,2024-10-04,SUP-002,MAT-019,Spare Part,Plant-B,WH-03,1630,795,13.48,23286.46,69,55,No,4.59,262,504,6.83,Air,In Transit
PO-0001467,2024-10-12,SUP-012,MAT-015,Component,Plant-A,WH-01,4555,321,19.07,385487.29,27,48,Yes,3.17,2514,709,10.58,Air,Delivered
PO-0001468,2024-05-03,SUP-026,MAT-027,Spare Part,Plant-A,WH-10,3256,3707,36.98,130255.02,42,25,Yes,4.3,5871,600,6.03,Ship,In Transit
PO-0001469,2024-07-23,SUP-021,MAT-018,Spare Part,Plant-A,WH-02,348,1414,24.43,39616.19,71,18,Yes,3.65,626,551,5.57,Truck,Delivered
PO-0001470,2024-10-22,SUP-019,MAT-028,Consumable,Plant-C,WH-05,829,4199,13.46,180410.58,7,17,Yes,4.72,6214,463,7.88,Ship,Delivered
PO-0001471,2024-12-14,SUP-010,MAT-016,Packaging,Plant-B,WH-01,4992,1807,19.51,60080.51,33,96,Yes,4.26,8375,654,9.5,Truck,Delivered
PO-0001472,2024-09-02,SUP-001,MAT-034,Spare Part,Plant-C,WH-07,4571,4293,25.16,1907.44,74,44,Yes,4.62,5709,833,9.51,Truck,Delivered
PO-0001473,2024-01-04,SUP-018,MAT-021,Packaging,Plant-C,WH-03,4933,3918,180.06,158623.24,79,31,Yes,4.44,3284,560,7.3,Truck,Delivered
PO-0001474,2024-12-11,SUP-017,MAT-026,Packaging,Plant-C,WH-08,504,4480,28.09,221158.12,5,81,Yes,3.29,9683,696,7.36,Truck,Delivered
PO-0001475,2024-03-12,SUP-038,MAT-040,Consumable,Plant-B,WH-05,3320,4320,117.24,58582.44,73,78,No,4.79,397,991,7.91,Truck,Delivered
PO-0001476,2024-12-09,SUP-001,MAT-006,Spare Part,Plant-C,WH-05,988,200,72.22,251174.29,8,77,Yes,3.16,5426,474,10.38,Rail,Delivered
PO-0001477,2024-07-01,SUP-040,MAT-044,Spare Part,Plant-C,WH-03,3806,366,114.42,106305.17,9,29,Yes,4.87,6124,486,6.59,Truck,In Transit
PO-0001478,2024-08-18,SUP-024,MAT-011,Packaging,Plant-C,WH-05,4030,822,1.0,302037.31,85,22,Yes,4.69,103,786,8.46,Truck,Delivered
PO-0001479,2024-11-07,SUP-023,MAT-030,Packaging,Plant-C,WH-08,1701,733,77.59,5772.38,56,25,No,4.11,775,377,4.84,Truck,Delivered
PO-0001480,2024-06-11,SUP-030,MAT-044,Consumable,Plant-C,WH-02,4141,4373,119.15,9641.91,59,92,Yes,3.66,7344,886,8.99,Truck,Delivered
PO-0001481,2024-05-02,SUP-026,MAT-035,Raw Material,Plant-A,WH-08,4752,1474,20.44,236937.04,26,51,Yes,3.87,9388,870,8.09,Truck,Delivered
PO-0001482,2024-07-02,SUP-020,MAT-014,Component,Plant-B,WH-04,2932,1814,2.3,1751.18,38,15,Yes,4.56,5593,676,11.56,Truck,Pending
PO-0001483,2024-08-04,SUP-037,MAT-052,Consumable,Plant-A,WH-07,2499,1772,76.79,29369.18,15,51,Yes,3.66,40,392,8.7,Ship,Delivered
PO-0001484,2024-06-07,SUP-021,MAT-011,Packaging,Plant-C,WH-07,4136,2999,11.3,132867.42,78,34,Yes,4.66,4981,410,4.58,Truck,Delivered
PO-0001485,2024-05-18,SUP-014,MAT-030,Packaging,Plant-C,WH-10,3370,1915,51.17,135472.51,43,50,Yes,3.73,6333,493,8.32,Truck,In Transit
PO-0001486,2024-12-03,SUP-016,MAT-031,Consumable,Plant-A,WH-05,2748,4318,12.69,7120.06,4,37,Yes,4.72,9377,472,6.66,Ship,Delivered
PO-0001487,2024-02-02,SUP-003,MAT-042,Raw Material,Plant-A,WH-02,1387,2269,31.86,2468.37,76,24,Yes,4.17,2051,472,2.86,Truck,Delivered
PO-0001488,2024-02-05,SUP-032,MAT-012,Packaging,Plant-C,WH-02,3299,5047,28.91,65629.54,84,87,Yes,3.63,9827,879,10.08,Rail,Delivered
PO-0001489,2024-11-06,SUP-032,MAT-058,Raw Material,Plant-B,WH-06,1012,4020,52.55,143339.43,29,74,Yes,4.86,1325,233,6.1,Truck,Pending
PO-0001490,2024-12-01,SUP-012,MAT-036,Spare Part,Plant-A,WH-09,1891,1891,83.42,341545.78,10,6,Yes,3.05,7203,928,8.7,Truck,In Transit
PO-0001491,2024-12-14,SUP-033,MAT-044,Raw Material,Plant-A,WH-05,2434,2287,33.74,494204.39,76,20,Yes,3.81,1180,182,7.05,Ship,In Transit
PO-0001492,2024-04-06,SUP-037,MAT-008,Raw Material,Plant-A,WH-10,2346,3418,114.79,3298.0,14,5,Yes,3.77,3193,989,7.47,Rail,In Transit
PO-0001493,2024-06-27,SUP-012,MAT-008,Raw Material,Plant-B,WH-09,410,2555,73.94,35429.98,47,22,Yes,3.32,2492,285,9.22,Ship,Delivered
PO-0001494,2024-05-29,SUP-013,MAT-008,Packaging,Plant-A,WH-10,1713,2746,12.65,196352.56,27,78,Yes,3.2,7165,367,7.83,Ship,Delivered
PO-0001495,2024-08-19,SUP-002,MAT-028,Component,Plant-A,WH-04,203,2176,24.75,1814.79,22,79,Yes,4.93,4392,466,7.69,Truck,Delivered
PO-0001496,2024-12-21,SUP-030,MAT-014,Component,Plant-C,WH-02,2253,2026,14.94,35723.5,74,83,Yes,3.03,4550,260,11.44,Ship,Delivered
PO-0001497,2024-04-04,SUP-040,MAT-012,Component,Plant-A,WH-01,3567,4903,63.2,148059.75,9,67,Yes,4.69,49,802,8.32,Ship,Delivered
PO-0001498,2024-09-24,SUP-011,MAT-044,Packaging,Plant-B,WH-02,1599,4583,49.9,71785.37,40,53,Yes,3.97,7120,703,5.89,Air,Delivered
PO-0001499,2024-07-19,SUP-010,MAT-052,Spare Part,Plant-C,WH-10,3623,4049,17.97,126139.32,19,71,Yes,3.14,9578,700,7.94,Ship,Delivered
PO-0001500,2024-05-07,SUP-039,MAT-015,Packaging,Plant-C,WH-07,1402,15,4.72,233847.53,70,68,No,4.37,5465,776,12.14,Truck,In Transit
PO-0001501,2024-10-30,SUP-037,MAT-014,Raw Material,Plant-A,WH-01,575,4504,1.94,148936.84,63,13,Yes,3.06,6317,224,7.48,Rail,Pending
PO-0001502,2024-10-16,SUP-021,MAT-020,Packaging,Plant-B,WH-05,2019,3167,51.59,15907.48,36,4,Yes,3.43,4204,225,8.7,Truck,Delivered
PO-0001503,2024-12-25,SUP-025,MAT-047,Packaging,Plant-A,WH-10,4364,4745,33.88,144619.31,52,86,Yes,4.7,5402,249,7.15,Rail,Delivered
PO-0001504,2024-07-19,SUP-020,MAT-032,Packaging,Plant-A,WH-06,982,1480,126.78,107174.47,32,35,No,4.74,1589,711,8.83,Truck,Delivered
PO-0001505,2024-03-24,SUP-009,MAT-031,Packaging,Plant-B,WH-07,4589,626,14.69,274567.16,29,37,Yes,3.15,9151,218,7.14,Rail,Delivered
PO-0001506,2024-06-05,SUP-005,MAT-013,Component,Plant-C,WH-01,1581,3783,42.13,27145.49,70,63,Yes,3.26,7771,343,5.42,Truck,In Transit
PO-0001507,2024-01-09,SUP-016,MAT-001,Consumable,Plant-C,WH-05,2608,4426,3.42,17451.47,9,33,Yes,4.46,4062,358,6.16,Truck,In Transit
PO-0001508,2024-12-05,SUP-023,MAT-014,Packaging,Plant-B,WH-10,3246,4734,28.36,743578.22,30,64,Yes,4.3,7784,961,8.01,Rail,Delivered
PO-0001509,2024-03-21,SUP-016,MAT-039,Component,Plant-C,WH-04,4595,2030,245.92,49133.12,47,6,Yes,3.79,8440,307,6.74,Rail,Delivered
PO-0001510,2024-04-28,SUP-004,MAT-006,Component,Plant-B,WH-02,3435,2566,67.87,29045.51,48,92,No,4.44,1356,451,5.5,Rail,Delivered
PO-0001511,2024-09-14,SUP-005,MAT-048,Raw Material,Plant-B,WH-07,1421,2021,6.33,51942.96,37,85,Yes,4.88,6147,125,7.82,Truck,Delivered
