log_id,timestamp,machine_id,plant,production_line,event_type,event_category,severity_level,operator_id,shift,parameter_name,old_value,new_value,response_time_ms,duration_sec,alarm_code,acknowledged,system_component,session_id,message
LOG-0001198,2024-01-02 05:55:54,MCH-023,Plant-C,LINE-10,Alarm Cleared,Process,INFO,W-0118,Afternoon,Current,943.43,145.1,103.6,201.5,NONE,N/A,HMI,SES-00395,Backup completed
LOG-0001199,2024-01-02 05:57:15,MCH-030,Plant-B,LINE-3,Alarm Triggered,Alert,INFO,W-0094,Afternoon,Pressure,468.63,711.26,11.4,107.2,NONE,Yes,Actuator,SES-00483,Connection timeout
LOG-0001200,2024-01-02 05:58:53,MCH-013,Plant-A,LINE-3,Maintenance End,User,CRITICAL,W-0095,Morning,Pressure,63.64,886.78,67.3,479.7,A004,N/A,Database,SES-00387,Auto mode activated
LOG-0001201,2024-01-02 06:00:04,MCH-002,Plant-A,LINE-9,Parameter Change,Alert,DEBUG,W-0014,Morning,Temperature,854.98,727.34,243.2,24.9,E001,N/A,Sensor,SES-00425,Normal operation
LOG-0001202,2024-01-02 06:01:51,MCH-002,Plant-A,LINE-10,Login,User,WARNING,W-0171,Morning,Pressure,843.14,103.98,181.2,233.4,A001,Yes,Network,SES-00036,Setpoint changed
LOG-0001203,2024-01-02 06:03:15,MCH-020,Plant-A,LINE-7,Job Start,User,INFO,W-0016,Afternoon,Torque,679.49,748.63,311.1,253.8,A001,Yes,SCADA,SES-00054,Setpoint changed
LOG-0001204,2024-01-02 06:04:52,MCH-022,Plant-A,LINE-7,Job End,Alert,ERROR,W-0120,Afternoon,Current,976.07,925.6,382.8,1092.5,A003,Yes,Actuator,SES-00360,Backup completed
LOG-0001205,2024-01-02 06:06:09,MCH-039,Plant-A,LINE-5,Machine Stop,User,WARNING,W-0137,Morning,Current,853.2,717.78,43.5,1.0,A001,N/A,Actuator,SES-00093,Connection timeout
LOG-0001206,2024-01-02 06:07:49,MCH-012,Plant-B,LINE-6,Logout,Operational,INFO,W-0186,Night,N/A,790.64,980.91,162.2,18.2,A004,Yes,Network,SES-00455,Threshold exceeded
LOG-0001207,2024-01-02 06:09:30,MCH-016,Plant-B,LINE-8,Job Start,User,INFO,W-0107,Night,Flow,40.45,628.85,172.0,366.6,NONE,Yes,HMI,SES-00444,Setpoint changed
LOG-0001208,2024-01-02 06:10:43,MCH-037,Plant-A,LINE-6,Alarm Cleared,Alert,ERROR,W-0101,Night,Torque,303.41,509.71,40.6,30.0,NONE,Yes,Sensor,SES-00034,Backup completed
LOG-0001209,2024-01-02 06:12:22,MCH-030,Plant-C,LINE-5,Machine Stop,Alert,WARNING,W-0172,Afternoon,Voltage,353.06,321.06,64.9,107.7,E001,Yes,Sensor,SES-00339,Setpoint changed
LOG-0001210,2024-01-02 06:13:37,MCH-022,Plant-B,LINE-1,Parameter Change,Operational,WARNING,W-0016,Morning,Voltage,625.59,195.93,187.2,335.2,NONE,N/A,Sensor,SES-00067,Calibration required
LOG-0001211,2024-01-02 06:15:03,MCH-027,Plant-B,LINE-7,Job Start,System,INFO,W-0198,Afternoon,Voltage,101.29,550.71,40.5,16.7,NONE,N/A,Sensor,SES-00198,Sync successful
LOG-0001212,2024-01-02 06:16:46,MCH-017,Plant-A,LINE-7,Maintenance End,User,WARNING,W-0012,Afternoon,Current,510.58,462.71,392.0,557.8,W002,N/A,Actuator,SES-00063,Calibration required
LOG-0001213,2024-01-02 06:18:16,MCH-045,Plant-C,LINE-4,Alarm Triggered,Alert,ERROR,W-0101,Night,Temperature,356.24,744.51,5.0,259.1,NONE,No,Database,SES-00026,Calibration required
LOG-0001214,2024-01-02 06:19:41,MCH-026,Plant-A,LINE-5,Logout,Operational,INFO,W-0095,Night,N/A,943.28,143.94,283.3,10.2,NONE,Yes,Network,SES-00303,Firmware update
LOG-0001215,2024-01-02 06:21:07,MCH-011,Plant-B,LINE-2,Warning,System,INFO,W-0064,Afternoon,Speed,501.3,551.24,76.1,230.9,A002,N/A,SCADA,SES-00344,Backup completed
LOG-0001216,2024-01-02 06:22:53,MCH-020,Plant-C,LINE-3,Alarm Cleared,Process,INFO,W-0034,Night,N/A,881.26,282.94,678.9,447.2,A001,Yes,HMI,SES-00358,Backup completed
LOG-0001217,2024-01-02 06:24:08,MCH-035,Plant-C,LINE-1,Login,Alert,WARNING,W-0092,Morning,Temperature,106.62,69.26,48.0,448.5,NONE,Yes,Actuator,SES-00328,Normal operation
LOG-0001218,2024-01-02 06:25:30,MCH-040,Plant-A,LINE-4,Maintenance Start,Operational,ERROR,W-0141,Morning,Torque,118.03,417.51,467.8,54.3,W001,N/A,Sensor,SES-00003,Sync successful
LOG-0001219,2024-01-02 06:27:24,MCH-049,Plant-B,LINE-5,Alarm Cleared,Process,INFO,W-0132,Afternoon,Voltage,455.21,102.69,1031.4,69.8,NONE,No,SCADA,SES-00218,Manual override
LOG-0001220,2024-01-02 06:28:34,MCH-010,Plant-A,LINE-6,Maintenance End,User,INFO,W-0109,Afternoon,Pressure,872.15,371.09,210.6,882.3,NONE,Yes,Sensor,SES-00354,Sync successful
LOG-0001221,2024-01-02 06:30:12,MCH-002,Plant-A,LINE-4,Job Start,Operational,INFO,W-0016,Morning,Torque,143.7,725.45,168.8,133.0,NONE,Yes,Actuator,SES-00061,Normal operation
LOG-0001222,2024-01-02 06:31:58,MCH-015,Plant-C,LINE-7,Job Start,System,INFO,W-0021,Night,Pressure,529.52,57.49,74.0,440.0,W002,N/A,HMI,SES-00025,Backup completed
LOG-0001223,2024-01-02 06:33:03,MCH-034,Plant-A,LINE-1,Logout,User,DEBUG,W-0101,Night,Temperature,70.35,584.44,623.3,544.2,NONE,N/A,HMI,SES-00363,Setpoint changed
LOG-0001224,2024-01-02 06:34:56,MCH-015,Plant-C,LINE-4,Alarm Cleared,Alert,INFO,W-0019,Morning,Torque,936.18,472.94,124.0,507.8,NONE,No,Actuator,SES-00404,Setpoint changed
LOG-0001225,2024-01-02 06:36:21,MCH-044,Plant-A,LINE-2,Maintenance End,User,ERROR,W-0183,Morning,Speed,454.08,429.67,11.6,95.1,NONE,Yes,PLC,SES-00071,Setpoint changed
LOG-0001226,2024-01-02 06:37:31,MCH-008,Plant-C,LINE-5,Login,User,INFO,W-0063,Afternoon,N/A,514.2,926.25,35.3,313.2,A005,N/A,Database,SES-00372,Manual override
LOG-0001227,2024-01-02 06:39:03,MCH-008,Plant-B,LINE-2,Alarm Cleared,System,INFO,W-0151,Afternoon,Temperature,541.81,652.85,141.0,305.4,NONE,Yes,Database,SES-00293,Firmware update
LOG-0001228,2024-01-02 06:40:40,MCH-015,Plant-C,LINE-5,Error,Alert,ERROR,W-0165,Night,Flow,41.9,472.33,67.6,81.0,NONE,N/A,HMI,SES-00399,Setpoint changed
LOG-0001229,2024-01-02 06:42:23,MCH-036,Plant-C,LINE-1,Machine Start,User,INFO,W-0049,Morning,Voltage,287.2,991.72,251.5,123.1,NONE,N/A,HMI,SES-00467,Auto mode activated
LOG-0001230,2024-01-02 06:43:46,MCH-024,Plant-B,LINE-4,Login,Alert,INFO,W-0124,Afternoon,Pressure,735.48,347.92,15.4,53.0,A005,N/A,Network,SES-00200,Calibration required
LOG-0001231,2024-01-02 06:45:27,MCH-005,Plant-C,LINE-6,Maintenance End,User,INFO,W-0006,Morning,N/A,453.42,239.88,371.9,123.2,NONE,Yes,Database,SES-00242,Connection timeout
LOG-0001232,2024-01-02 06:46:40,MCH-048,Plant-C,LINE-1,Alarm Cleared,System,INFO,W-0068,Afternoon,Temperature,195.87,403.33,84.1,252.4,A002,Yes,Drive,SES-00137,Firmware update
LOG-0001233,2024-01-02 06:48:30,MCH-046,Plant-C,LINE-2,Info,System,INFO,W-0157,Morning,Flow,6.26,227.15,314.6,537.9,NONE,Yes,Sensor,SES-00482,Calibration required
LOG-0001234,2024-01-02 06:49:57,MCH-023,Plant-A,LINE-4,Machine Stop,User,INFO,W-0149,Night,Pressure,679.66,815.55,823.4,134.4,NONE,Yes,Drive,SES-00215,Threshold exceeded
LOG-0001235,2024-01-02 06:51:04,MCH-002,Plant-C,LINE-7,Error,User,CRITICAL,W-0136,Afternoon,Torque,974.48,590.17,345.7,84.8,NONE,Yes,Drive,SES-00441,Calibration required
LOG-0001236,2024-01-02 06:52:42,MCH-014,Plant-B,LINE-10,Job Start,Operational,DEBUG,W-0008,Afternoon,Torque,495.08,533.12,378.5,299.6,E002,Yes,SCADA,SES-00361,Connection timeout
LOG-0001237,2024-01-02 06:54:06,MCH-042,Plant-B,LINE-1,Maintenance Start,Process,INFO,W-0164,Morning,Temperature,579.39,41.6,82.5,42.9,NONE,N/A,Sensor,SES-00305,Threshold exceeded
LOG-0001238,2024-01-02 06:55:58,MCH-040,Plant-C,LINE-9,Machine Start,System,WARNING,W-0176,Afternoon,Speed,534.95,80.04,53.8,14.8,NONE,Yes,Database,SES-00241,Normal operation
LOG-0001239,2024-01-02 06:57:05,MCH-003,Plant-A,LINE-7,Shift Change,Operational,INFO,W-0023,Night,Pressure,230.92,392.0,371.8,178.6,NONE,N/A,HMI,SES-00225,Normal operation
LOG-0001240,2024-01-02 06:58:36,MCH-044,Plant-A,LINE-5,Error,User,INFO,W-0108,Morning,Torque,628.64,554.88,262.7,13.9,NONE,N/A,SCADA,SES-00262,Connection timeout
LOG-0001241,2024-01-02 07:00:29,MCH-040,Plant-A,LINE-7,Machine Stop,Operational,INFO,W-0148,Night,Torque,798.45,147.13,165.9,1059.5,NONE,Yes,PLC,SES-00013,Auto mode activated
LOG-0001242,2024-01-02 07:01:32,MCH-020,Plant-C,LINE-9,Maintenance Start,Alert,INFO,W-0197,Afternoon,Speed,503.58,100.58,5.8,472.4,NONE,No,Network,SES-00100,Backup completed
LOG-0001243,2024-01-02 07:03:01,MCH-028,Plant-C,LINE-8,Warning,User,ERROR,W-0132,Morning,Pressure,343.81,416.22,29.8,49.2,NONE,Yes,PLC,SES-00146,Sync successful
LOG-0001244,2024-01-02 07:04:44,MCH-004,Plant-B,LINE-5,Alarm Triggered,Operational,WARNING,W-0200,Night,Flow,766.69,539.05,218.1,30.2,NONE,Yes,HMI,SES-00293,Backup completed
LOG-0001245,2024-01-02 07:06:22,MCH-024,Plant-B,LINE-10,Machine Start,User,CRITICAL,W-0004,Morning,N/A,818.86,113.43,417.7,162.3,NONE,Yes,Network,SES-00401,Firmware update
LOG-0001246,2024-01-02 07:08:00,MCH-040,Plant-B,LINE-2,Alarm Triggered,Process,INFO,W-0149,Morning,Temperature,593.79,861.0,521.2,434.5,NONE,Yes,Sensor,SES-00100,Manual override
LOG-0001247,2024-01-02 07:09:25,MCH-021,Plant-C,LINE-4,Error,Operational,ERROR,W-0157,Afternoon,N/A,1.91,691.87,114.4,1200.1,NONE,N/A,Database,SES-00054,Manual override
LOG-0001248,2024-01-02 07:10:46,MCH-006,Plant-B,LINE-1,Error,Process,INFO,W-0065,Morning,Temperature,319.34,338.36,73.5,144.8,E001,N/A,Sensor,SES-00224,Normal operation
LOG-0001249,2024-01-02 07:12:27,MCH-042,Plant-A,LINE-9,Job Start,Process,INFO,W-0084,Night,Temperature,522.05,567.81,15.4,428.8,NONE,No,Actuator,SES-00410,Backup completed
LOG-0001250,2024-01-02 07:13:52,MCH-044,Plant-B,LINE-10,Job Start,User,WARNING,W-0114,Afternoon,Temperature,81.98,280.63,117.6,496.3,NONE,N/A,Network,SES-00120,Sync successful
LOG-0001251,2024-01-02 07:15:20,MCH-044,Plant-B,LINE-6,Machine Start,System,INFO,W-0183,Morning,Temperature,618.13,431.45,126.8,149.3,NONE,Yes,Drive,SES-00370,Sync successful
LOG-0001252,2024-01-02 07:16:59,MCH-014,Plant-C,LINE-6,Machine Stop,Alert,ERROR,W-0041,Morning,Torque,985.77,916.55,41.0,309.0,A002,N/A,Actuator,SES-00305,Setpoint changed
LOG-0001253,2024-01-02 07:18:10,MCH-044,Plant-C,LINE-10,Alarm Cleared,Operational,INFO,W-0035,Morning,Flow,459.28,21.58,99.7,346.2,NONE,N/A,Sensor,SES-00111,Manual override
LOG-0001254,2024-01-02 07:19:45,MCH-002,Plant-C,LINE-8,Maintenance End,Process,INFO,W-0046,Night,Torque,648.07,109.41,974.4,121.3,NONE,N/A,Sensor,SES-00357,Manual override
LOG-0001255,2024-01-02 07:21:15,MCH-006,Plant-C,LINE-9,Job End,System,WARNING,W-0029,Afternoon,Speed,107.84,813.26,32.5,600.9,A003,Yes,Network,SES-00430,Threshold exceeded
LOG-0001256,2024-01-02 07:22:46,MCH-050,Plant-A,LINE-9,Job End,User,ERROR,W-0021,Morning,Current,764.1,495.05,520.7,112.9,NONE,No,SCADA,SES-00156,Normal operation
LOG-0001257,2024-01-02 07:24:22,MCH-043,Plant-C,LINE-3,Warning,Alert,WARNING,W-0111,Morning,N/A,921.96,661.14,226.4,57.3,A005,N/A,PLC,SES-00279,Manual override
LOG-0001258,2024-01-02 07:25:47,MCH-022,Plant-B,LINE-9,Logout,Process,INFO,W-0107,Afternoon,Current,66.08,265.33,45.6,89.3,NONE,N/A,SCADA,SES-00121,Backup completed
LOG-0001259,2024-01-02 07:27:09,MCH-012,Plant-C,LINE-1,Machine Stop,Process,INFO,W-0128,Morning,Flow,388.17,690.35,488.1,51.0,NONE,No,HMI,SES-00188,Threshold exceeded
LOG-0001260,2024-01-02 07:28:43,MCH-014,Plant-A,LINE-6,Shift Change,User,ERROR,W-0080,Night,Speed,329.17,486.64,449.1,115.4,NONE,Yes,Database,SES-00186,Connection timeout
LOG-0001261,2024-01-02 07:30:04,MCH-011,Plant-C,LINE-2,Maintenance Start,Alert,DEBUG,W-0151,Morning,N/A,130.22,813.74,175.8,19.8,A001,Yes,Network,SES-00227,Firmware update
LOG-0001262,2024-01-02 07:32:00,MCH-024,Plant-B,LINE-6,Job End,System,WARNING,W-0128,Morning,Torque,266.56,409.33,77.9,451.1,NONE,Yes,PLC,SES-00160,Auto mode activated
LOG-0001263,2024-01-02 07:33:01,MCH-040,Plant-B,LINE-10,Logout,Process,INFO,W-0185,Night,N/A,753.93,57.14,38.2,284.8,E002,Yes,Drive,SES-00296,Normal operation
LOG-0001264,2024-01-02 07:34:41,MCH-005,Plant-B,LINE-4,Alarm Cleared,System,INFO,W-0081,Night,Pressure,586.03,361.57,130.7,476.2,NONE,N/A,Sensor,SES-00016,Auto mode activated
LOG-0001265,2024-01-02 07:36:26,MCH-044,Plant-C,LINE-2,Machine Start,System,INFO,W-0047,Morning,Temperature,802.27,433.14,109.0,54.4,W002,Yes,SCADA,SES-00278,Backup completed
LOG-0001266,2024-01-02 07:37:39,MCH-011,Plant-B,LINE-9,Job Start,Operational,WARNING,W-0145,Night,Temperature,119.42,611.07,86.3,27.1,NONE,N/A,Actuator,SES-00175,Threshold exceeded
LOG-0001267,2024-01-02 07:39:04,MCH-018,Plant-A,LINE-10,Shift Change,Operational,INFO,W-0058,Afternoon,Current,700.36,600.21,148.9,87.4,NONE,Yes,HMI,SES-00226,Setpoint changed
LOG-0001268,2024-01-02 07:40:30,MCH-038,Plant-B,LINE-3,Maintenance Start,Alert,INFO,W-0200,Morning,N/A,456.45,157.61,235.4,77.9,NONE,Yes,SCADA,SES-00154,Threshold exceeded
LOG-0001269,2024-01-02 07:42:23,MCH-003,Plant-A,LINE-4,Maintenance End,System,INFO,W-0148,Afternoon,Pressure,749.79,318.68,121.8,26.8,E002,N/A,HMI,SES-00455,Calibration required
LOG-0001270,2024-01-02 07:43:52,MCH-032,Plant-A,LINE-3,Alarm Cleared,Operational,WARNING,W-0102,Afternoon,Torque,402.06,654.87,123.1,3.1,E002,Yes,Network,SES-00250,Manual override
LOG-0001271,2024-01-02 07:45:02,MCH-010,Plant-A,LINE-2,Maintenance Start,User,ERROR,W-0141,Night,Torque,253.72,214.39,17.4,39.3,E001,Yes,Sensor,SES-00043,Manual override
LOG-0001272,2024-01-02 07:46:32,MCH-018,Plant-A,LINE-10,Error,Alert,DEBUG,W-0053,Afternoon,N/A,945.22,766.87,167.4,388.2,NONE,Yes,SCADA,SES-00252,Sync successful
LOG-0001273,2024-01-02 07:48:16,MCH-030,Plant-C,LINE-3,Error,Process,INFO,W-0177,Afternoon,Current,102.82,584.94,37.2,670.6,NONE,N/A,Database,SES-00227,Manual override
LOG-0001274,2024-01-02 07:49:43,MCH-042,Plant-A,LINE-6,Alarm Cleared,Operational,INFO,W-0155,Night,Speed,261.7,684.57,358.9,681.6,A005,Yes,HMI,SES-00055,Firmware update
LOG-0001275,2024-01-02 07:51:12,MCH-014,Plant-A,LINE-4,Job End,Alert,INFO,W-0184,Morning,N/A,649.09,527.98,150.6,208.3,NONE,N/A,Sensor,SES-00164,Calibration required
LOG-0001276,2024-01-02 07:52:57,MCH-028,Plant-A,LINE-7,Job Start,Process,ERROR,W-0064,Morning,Current,92.06,212.81,186.5,60.5,A004,Yes,Actuator,SES-00172,Calibration required
LOG-0001277,2024-01-02 07:54:16,MCH-021,Plant-C,LINE-2,Maintenance End,Process,CRITICAL,W-0003,Night,Pressure,862.06,66.82,227.5,340.9,NONE,N/A,Drive,SES-00210,Backup completed
LOG-0001278,2024-01-02 07:55:35,MCH-018,Plant-A,LINE-8,Machine Start,System,WARNING,W-0184,Afternoon,Torque,903.5,150.12,54.9,29.3,E001,No,Database,SES-00150,Connection timeout
LOG-0001279,2024-01-02 07:57:15,MCH-028,Plant-B,LINE-5,Login,Process,DEBUG,W-0058,Afternoon,Voltage,394.67,662.47,26.3,160.2,A002,N/A,Network,SES-00268,Setpoint changed
LOG-0001280,2024-01-02 07:58:35,MCH-012,Plant-C,LINE-6,Warning,Process,DEBUG,W-0034,Night,Temperature,71.64,343.35,35.9,228.1,A003,Yes,Sensor,SES-00295,Auto mode activated
LOG-0001281,2024-01-02 08:00:12,MCH-040,Plant-A,LINE-6,Alarm Cleared,Alert,DEBUG,W-0193,Morning,Speed,698.95,355.67,75.2,181.1,A001,N/A,HMI,SES-00354,Calibration required
LOG-0001282,2024-01-02 08:01:37,MCH-008,Plant-B,LINE-7,Warning,Operational,WARNING,W-0058,Afternoon,Pressure,377.08,639.12,16.6,664.8,NONE,Yes,Sensor,SES-00193,Manual override
LOG-0001283,2024-01-02 08:03:23,MCH-033,Plant-A,LINE-10,Warning,Process,INFO,W-0168,Morning,Flow,382.48,646.18,400.5,100.5,W001,N/A,Sensor,SES-00130,Backup completed
LOG-0001284,2024-01-02 08:04:39,MCH-003,Plant-C,LINE-4,Machine Stop,System,ERROR,W-0125,Night,Current,991.9,129.53,60.3,354.1,NONE,N/A,Drive,SES-00121,Threshold exceeded
LOG-0001285,2024-01-02 08:06:01,MCH-008,Plant-C,LINE-10,Job End,Process,INFO,W-0142,Night,Speed,667.48,684.14,371.2,187.9,A005,N/A,Network,SES-00079,Firmware update
LOG-0001286,2024-01-02 08:07:32,MCH-038,Plant-B,LINE-10,Alarm Cleared,Alert,INFO,W-0092,Afternoon,Speed,455.5,469.84,184.9,467.2,A002,Yes,Actuator,SES-00078,Sync successful
LOG-0001287,2024-01-02 08:09:24,MCH-013,Plant-C,LINE-9,Warning,Alert,ERROR,W-0185,Morning,Flow,519.04,465.39,446.3,373.5,NONE,Yes,PLC,SES-00366,Firmware update
LOG-0001288,2024-01-02 08:10:46,MCH-037,Plant-A,LINE-2,Maintenance Start,Operational,WARNING,W-0191,Morning,Pressure,687.89,557.06,11.6,15.7,NONE,Yes,Drive,SES-00135,Firmware update
LOG-0001289,2024-01-02 08:12:17,MCH-035,Plant-C,LINE-1,Job Start,User,INFO,W-0170,Night,Voltage,699.83,45.63,91.7,53.9,NONE,Yes,PLC,SES-00399,Backup completed
LOG-0001290,2024-01-02 08:13:32,MCH-044,Plant-A,LINE-10,Login,User,INFO,W-0032,Night,Torque,475.34,804.08,83.8,92.7,NONE,Yes,Network,SES-00201,Setpoint changed
LOG-0001291,2024-01-02 08:15:09,MCH-028,Plant-A,LINE-8,Job End,Process,WARNING,W-0049,Morning,Pressure,613.49,254.84,374.5,420.9,NONE,N/A,Database,SES-00301,Calibration required
LOG-0001292,2024-01-02 08:16:48,MCH-030,Plant-B,LINE-8,Machine Start,System,WARNING,W-0037,Night,N/A,282.12,691.32,337.7,18.8,NONE,N/A,SCADA,SES-00198,Connection timeout
LOG-0001293,2024-01-02 08:18:14,MCH-010,Plant-A,LINE-7,Alarm Cleared,System,INFO,W-0014,Night,Torque,490.45,301.55,352.6,1354.4,NONE,Yes,PLC,SES-00120,Backup completed
LOG-0001294,2024-01-02 08:19:55,MCH-002,Plant-A,LINE-10,Machine Start,Operational,INFO,W-0007,Morning,Voltage,3.68,115.1,297.9,399.4,A005,Yes,PLC,SES-00055,Normal operation
LOG-0001295,2024-01-02 08:21:22,MCH-035,Plant-B,LINE-10,Maintenance Start,User,INFO,W-0196,Afternoon,Torque,779.74,275.03,39.3,1072.8,W001,Yes,HMI,SES-00415,Firmware update
LOG-0001296,2024-01-02 08:22:44,MCH-013,Plant-C,LINE-2,Job End,System,WARNING,W-0188,Night,Pressure,644.68,560.52,28.5,464.1,NONE,Yes,SCADA,SES-00274,Firmware update
LOG-0001297,2024-01-02 08:24:23,MCH-044,Plant-A,LINE-6,Login,Operational,CRITICAL,W-0168,Afternoon,Temperature,638.77,511.66,91.6,360.1,NONE,Yes,SCADA,SES-00482,Auto mode activated
LOG-0001298,2024-01-02 08:25:38,MCH-009,Plant-B,LINE-9,Machine Start,Operational,ERROR,W-0187,Morning,Voltage,50.0,314.01,700.5,62.0,NONE,N/A,HMI,SES-00325,Manual override
LOG-0001299,2024-01-02 08:27:03,MCH-012,Plant-B,LINE-3,Warning,User,INFO,W-0125,Night,Pressure,777.26,43.59,416.7,519.2,W001,Yes,Sensor,SES-00052,Manual override
LOG-0001300,2024-01-02 08:28:47,MCH-023,Plant-A,LINE-3,Machine Stop,Alert,INFO,W-0060,Morning,Flow,998.99,250.49,33.7,101.0,NONE,Yes,PLC,SES-00167,Calibration required
LOG-0001301,2024-01-02 08:30:29,MCH-036,Plant-C,LINE-4,Alarm Triggered,Process,INFO,W-0029,Afternoon,Flow,897.22,558.77,168.1,219.8,W001,N/A,Database,SES-00472,Normal operation
LOG-0001302,2024-01-02 08:31:32,MCH-002,Plant-B,LINE-3,Logout,Alert,INFO,W-0051,Night,Temperature,407.09,580.14,9.2,48.5,NONE,Yes,Drive,SES-00273,Auto mode activated
LOG-0001303,2024-01-02 08:33:26,MCH-028,Plant-C,LINE-7,Alarm Triggered,Process,DEBUG,W-0135,Afternoon,Flow,86.43,502.06,144.1,51.5,W001,N/A,SCADA,SES-00305,Normal operation
LOG-0001304,2024-01-02 08:34:46,MCH-047,Plant-B,LINE-10,Logout,System,INFO,W-0082,Morning,Flow,809.42,490.57,72.0,2047.1,NONE,N/A,Network,SES-00314,Threshold exceeded
LOG-0001305,2024-01-02 08:36:22,MCH-007,Plant-A,LINE-4,Machine Stop,System,INFO,W-0137,Night,Current,988.58,476.76,308.7,180.2,W001,Yes,Sensor,SES-00216,Firmware update
LOG-0001306,2024-01-02 08:37:57,MCH-032,Plant-B,LINE-6,Job End,User,INFO,W-0012,Morning,Flow,756.11,842.06,84.8,41.9,NONE,Yes,PLC,SES-00001,Connection timeout
LOG-0001307,2024-01-02 08:39:04,MCH-022,Plant-C,LINE-5,Maintenance End,Operational,WARNING,W-0091,Night,Torque,824.33,638.29,627.9,756.1,NONE,Yes,Database,SES-00301,Normal operation
LOG-0001308,2024-01-02 08:40:44,MCH-045,Plant-A,LINE-3,Login,System,INFO,W-0172,Morning,N/A,439.18,165.55,212.8,566.8,W001,N/A,Drive,SES-00316,Connection timeout
LOG-0001309,2024-01-02 08:42:02,MCH-006,Plant-C,LINE-5,Maintenance End,User,INFO,W-0007,Morning,Speed,806.54,242.06,470.3,367.0,NONE,N/A,HMI,SES-00101,Sync successful
LOG-0001310,2024-01-02 08:43:50,MCH-037,Plant-A,LINE-6,Logout,Operational,CRITICAL,W-0050,Night,Torque,952.81,185.28,26.8,21.4,NONE,Yes,SCADA,SES-00361,Firmware update
LOG-0001311,2024-01-02 08:45:11,MCH-033,Plant-B,LINE-10,Shift Change,User,WARNING,W-0051,Night,Voltage,803.57,708.17,5.0,410.4,A003,No,Database,SES-00499,Calibration required
LOG-0001312,2024-01-02 08:47:00,MCH-020,Plant-C,LINE-6,Info,Alert,INFO,W-0171,Afternoon,Torque,702.14,105.28,112.6,43.2,NONE,Yes,Network,SES-00331,Calibration required
LOG-0001313,2024-01-02 08:48:28,MCH-012,Plant-C,LINE-2,Job Start,Process,INFO,W-0096,Afternoon,Temperature,577.29,431.63,390.7,757.4,E001,N/A,HMI,SES-00324,Setpoint changed
LOG-0001314,2024-01-02 08:49:55,MCH-025,Plant-B,LINE-9,Warning,Alert,CRITICAL,W-0064,Morning,Speed,85.18,696.57,114.0,168.7,A002,Yes,Drive,SES-00082,Auto mode activated
LOG-0001315,2024-01-02 08:51:23,MCH-016,Plant-A,LINE-3,Shift Change,User,INFO,W-0187,Afternoon,Flow,903.32,171.75,9.9,84.9,NONE,N/A,HMI,SES-00199,Firmware update
LOG-0001316,2024-01-02 08:52:58,MCH-033,Plant-C,LINE-3,Machine Stop,System,DEBUG,W-0041,Morning,Speed,924.61,703.47,392.5,82.6,NONE,Yes,Actuator,SES-00104,Firmware update
LOG-0001317,2024-01-02 08:54:03,MCH-045,Plant-C,LINE-4,Warning,User,INFO,W-0013,Night,Temperature,683.2,285.24,141.8,122.6,NONE,Yes,Network,SES-00129,Firmware update
LOG-0001318,2024-01-02 08:55:54,MCH-034,Plant-A,LINE-10,Job Start,User,DEBUG,W-0027,Morning,Pressure,573.93,228.64,237.5,772.7,NONE,N/A,Sensor,SES-00101,Sync successful
LOG-0001319,2024-01-02 08:57:06,MCH-009,Plant-A,LINE-2,Job End,System,WARNING,W-0066,Afternoon,Pressure,884.69,543.77,135.2,309.3,NONE,Yes,Drive,SES-00027,Setpoint changed
LOG-0001320,2024-01-02 08:58:54,MCH-008,Plant-A,LINE-3,Parameter Change,Alert,WARNING,W-0045,Night,Flow,314.2,413.59,381.2,426.7,NONE,No,Actuator,SES-00307,Setpoint changed
LOG-0001321,2024-01-02 09:00:03,MCH-047,Plant-C,LINE-8,Maintenance Start,Process,INFO,W-0092,Night,N/A,393.96,75.04,347.3,94.5,NONE,N/A,SCADA,SES-00077,Manual override
LOG-0001322,2024-01-02 09:01:48,MCH-012,Plant-A,LINE-10,Machine Start,System,WARNING,W-0065,Afternoon,Voltage,507.43,754.65,422.7,308.1,NONE,N/A,Sensor,SES-00221,Threshold exceeded
LOG-0001323,2024-01-02 09:03:08,MCH-033,Plant-B,LINE-4,Maintenance Start,Operational,INFO,W-0097,Night,Pressure,689.21,557.95,179.7,211.1,E002,N/A,PLC,SES-00081,Connection timeout
LOG-0001324,2024-01-02 09:04:46,MCH-041,Plant-B,LINE-3,Maintenance Start,Alert,INFO,W-0106,Morning,Torque,289.63,232.21,95.2,133.6,NONE,N/A,HMI,SES-00010,Backup completed
LOG-0001325,2024-01-02 09:06:05,MCH-039,Plant-B,LINE-9,Parameter Change,User,INFO,W-0084,Morning,Flow,228.66,559.27,31.8,557.8,NONE,N/A,Drive,SES-00417,Auto mode activated
LOG-0001326,2024-01-02 09:07:53,MCH-005,Plant-A,LINE-2,Machine Start,User,INFO,W-0135,Night,Current,227.47,509.01,67.1,308.1,NONE,Yes,SCADA,SES-00145,Threshold exceeded
LOG-0001327,2024-01-02 09:09:17,MCH-014,Plant-C,LINE-1,Alarm Cleared,System,WARNING,W-0168,Night,Speed,97.84,679.08,115.2,318.8,NONE,Yes,HMI,SES-00263,Threshold exceeded
